"time","mass.s"
3.33,-0.009649705874496284
3.332,-0.009313896416147566
3.334,-0.008973835774228401
3.336,-0.008629761710120712
3.338,-0.00828191248953673
3.34,-0.007930528329759736
3.342,-0.007575850693892479
3.344,-0.007218121739269438
3.346,-0.006857584381211678
3.348,-0.00649448194636171
3.35,-0.006129057966106217
3.352,-0.005761556755223614
3.354,-0.00539222251177872
3.356,-0.005021299379757867
3.358,-0.004649031291042889
3.36,-0.004275661864439206
3.362,-0.003901434121286172
3.364,-0.003526590424974424
3.366,-0.003151372298001826
3.368,-0.002776020263924167
3.37,-0.002400774092201899
3.372,-0.002025872109556679
3.374,-0.001651550922415719
3.376,-0.001278045715245562
3.378,-0.0009055899260578302
3.38,-0.0005344153505311279
3.382,-0.0001647525844360365
3.384,0.0002031712992831716
3.386,0.0005691309820734459
3.388,0.000932903589590532
3.39,0.001294268840562669
3.392,0.001653007527508648
3.394,0.00200890499978212
3.396,0.002361749269513262
3.398,0.002711331255321409
3.4,0.003057445099181327
3.402,0.003399887249626808
3.404,0.003738457357545447
3.406,0.004072960156979717
3.408,0.004403203295284913
3.41,0.004728998203888426
3.412,0.005050159968595387
3.414,0.005366505186130154
3.416,0.005677857994583824
3.418,0.005984045373236171
3.42,0.006284898569985936
3.422,0.006580253218362439
3.424,0.006869947083786722
3.426,0.007153824235719141
3.428,0.007431733791896237
3.43,0.007703528972956614
3.432,0.007969067773762613
3.434,0.008228211941834882
3.436,0.008480826738755722
3.438,0.008726785443284949
3.44,0.008965965009287475
3.442,0.009198247466768474
3.444,0.00942352000828652
3.446,0.009641670997197925
3.448,0.009852599066314142
3.45,0.0100562062775764
3.452,0.01025239995385955
3.454,0.01044109277659484
3.456,0.01062220053343191
3.458,0.01079564521888682
3.46,0.01096135586005729
3.462,0.01111926590443806
3.464,0.01126931426391906
3.466,0.01141144455912492
3.468,0.01154560324250649
